system:index,date,id,instrument_mode,lat,lon,look_angle,orbit_number,orbit_pass,platform,polarization,relative_orbit,resolution,slice_number,timestamp,.geo
S1A_IW_GRDH_1SDV_20180521T105826_20180521T105851_022002_026085_F269,2018-05-21 10:58:26,S1A_IW_GRDH_1SDV_20180521T105826_20180521T105851_022002_026085_F269,IW,23.553742815696847,106.87491586006473,,22002.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1526900306000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180523T225013_20180523T225042_022038_0261AD_45DD,2018-05-23 22:50:13,S1A_IW_GRDH_1SDV_20180523T225013_20180523T225042_022038_0261AD_45DD,IW,22.59048583811464,106.16740837767875,,22038.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1527115813000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180526T110627_20180526T110652_022075_0262DC_0B49,2018-05-26 11:06:27,S1A_IW_GRDH_1SDV_20180526T110627_20180526T110652_022075_0262DC_0B49,IW,22.765697278512704,104.97998738481955,,22075.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1527332787000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180602T105802_20180602T105827_022177_026616_EED2,2018-06-02 10:58:02,S1A_IW_GRDH_1SDV_20180602T105802_20180602T105827_022177_026616_EED2,IW,22.043867257755586,107.17663293737432,,22177.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1527937082000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180602T105827_20180602T105852_022177_026616_ACBB,2018-06-02 10:58:27,S1A_IW_GRDH_1SDV_20180602T105827_20180602T105852_022177_026616_ACBB,IW,23.553819787649935,106.87576479437745,,22177.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1527937107000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180604T225014_20180604T225043_022213_026737_3E32,2018-06-04 22:50:14,S1A_IW_GRDH_1SDV_20180604T225014_20180604T225043_022213_026737_3E32,IW,22.590886596483767,106.16849424023185,,22213.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1528152614000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180607T110628_20180607T110653_022250_02685C_0761,2018-06-07 11:06:28,S1A_IW_GRDH_1SDV_20180607T110628_20180607T110653_022250_02685C_0761,IW,22.76566171756006,104.98034415592856,,22250.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1528369588000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180614T105803_20180614T105828_022352_026B88_447D,2018-06-14 10:58:03,S1A_IW_GRDH_1SDV_20180614T105803_20180614T105828_022352_026B88_447D,IW,22.043707217423893,107.17614180370794,,22352.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1528973883000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180614T105828_20180614T105853_022352_026B88_0C68,2018-06-14 10:58:28,S1A_IW_GRDH_1SDV_20180614T105828_20180614T105853_022352_026B88_0C68,IW,23.553673356969462,106.87533125097913,,22352.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1528973908000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180616T225015_20180616T225044_022388_026C9A_B35D,2018-06-16 22:50:15,S1A_IW_GRDH_1SDV_20180616T225015_20180616T225044_022388_026C9A_B35D,IW,22.590875050366588,106.16745840102128,,22388.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1529189415000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180619T110629_20180619T110654_022425_026DBF_8624,2018-06-19 11:06:29,S1A_IW_GRDH_1SDV_20180619T110629_20180619T110654_022425_026DBF_8624,IW,22.765575300981236,104.98014993522295,,22425.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1529406389000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180626T105804_20180626T105829_022527_0270AD_263C,2018-06-26 10:58:04,S1A_IW_GRDH_1SDV_20180626T105804_20180626T105829_022527_0270AD_263C,IW,22.043881844637912,107.17644859851865,,22527.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1530010684000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180626T105829_20180626T105854_022527_0270AD_79BC,2018-06-26 10:58:29,S1A_IW_GRDH_1SDV_20180626T105829_20180626T105854_022527_0270AD_79BC,IW,23.553838841631,106.87563160872581,,22527.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1530010709000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180628T225015_20180628T225044_022563_0271B4_8498,2018-06-28 22:50:15,S1A_IW_GRDH_1SDV_20180628T225015_20180628T225044_022563_0271B4_8498,IW,22.590483155372212,106.16737520038195,,22563.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1530226215000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180701T110629_20180701T110654_022600_0272D8_4297,2018-07-01 11:06:29,S1A_IW_GRDH_1SDV_20180701T110629_20180701T110654_022600_0272D8_4297,IW,22.765675342433244,104.98102553768113,,22600.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1530443189000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180708T105804_20180708T105829_022702_0275C9_ED79,2018-07-08 10:58:04,S1A_IW_GRDH_1SDV_20180708T105804_20180708T105829_022702_0275C9_ED79,IW,22.043876068699742,107.17636701230929,,22702.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1531047484000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180708T105829_20180708T105854_022702_0275C9_2439,2018-07-08 10:58:29,S1A_IW_GRDH_1SDV_20180708T105829_20180708T105854_022702_0275C9_2439,IW,23.553827952896903,106.87550533226803,,22702.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1531047509000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180710T225016_20180710T225045_022738_0276E0_3AA7,2018-07-10 22:50:16,S1A_IW_GRDH_1SDV_20180710T225016_20180710T225045_022738_0276E0_3AA7,IW,22.590589461658155,106.16750358765299,,22738.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1531263016000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180713T110630_20180713T110655_022775_02780D_3080,2018-07-13 11:06:30,S1A_IW_GRDH_1SDV_20180713T110630_20180713T110655_022775_02780D_3080,IW,22.765744028298766,104.98106317758945,,22775.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1531479990000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180720T105805_20180720T105830_022877_027B24_3FE1,2018-07-20 10:58:05,S1A_IW_GRDH_1SDV_20180720T105805_20180720T105830_022877_027B24_3FE1,IW,22.043893234942942,107.1756394634948,,22877.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1532084285000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180720T105830_20180720T105855_022877_027B24_4237,2018-07-20 10:58:30,S1A_IW_GRDH_1SDV_20180720T105830_20180720T105855_022877_027B24_4237,IW,23.553874215672923,106.87486741275497,,22877.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1532084310000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180722T225017_20180722T225046_022913_027C51_F42C,2018-07-22 22:50:17,S1A_IW_GRDH_1SDV_20180722T225017_20180722T225046_022913_027C51_F42C,IW,22.59067105598329,106.16741161307549,,22913.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1532299817000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180725T110631_20180725T110656_022950_027D94_E3C6,2018-07-25 11:06:31,S1A_IW_GRDH_1SDV_20180725T110631_20180725T110656_022950_027D94_E3C6,IW,22.76568356993086,104.98048984907561,,22950.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1532516791000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180801T105806_20180801T105831_023052_0280AE_B8CE,2018-08-01 10:58:06,S1A_IW_GRDH_1SDV_20180801T105806_20180801T105831_023052_0280AE_B8CE,IW,22.043904972420787,107.17647819827428,,23052.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1533121086000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180801T105831_20180801T105856_023052_0280AE_2393,2018-08-01 10:58:31,S1A_IW_GRDH_1SDV_20180801T105831_20180801T105856_023052_0280AE_2393,IW,23.55385837949795,106.87561412538216,,23052.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1533121111000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180803T225017_20180803T225046_023088_0281CE_92FD,2018-08-03 22:50:17,S1A_IW_GRDH_1SDV_20180803T225017_20180803T225046_023088_0281CE_92FD,IW,22.59060384375824,106.16821707080346,,23088.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1533336617000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180806T110632_20180806T110657_023125_028306_2309,2018-08-06 11:06:32,S1A_IW_GRDH_1SDV_20180806T110632_20180806T110657_023125_028306_2309,IW,22.76580156920931,104.98043353623387,,23125.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1533553592000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180815T225018_20180815T225047_023263_028771_679A,2018-08-15 22:50:18,S1A_IW_GRDH_1SDV_20180815T225018_20180815T225047_023263_028771_679A,IW,22.590494291092842,106.16756955886174,,23263.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1534373418000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180818T110632_20180818T110657_023300_0288B3_9327,2018-08-18 11:06:32,S1A_IW_GRDH_1SDV_20180818T110632_20180818T110657_023300_0288B3_9327,IW,22.765748594325235,104.97959412666765,,23300.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1534590392000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180825T105807_20180825T105832_023402_028BE6_9566,2018-08-25 10:58:07,S1A_IW_GRDH_1SDV_20180825T105807_20180825T105832_023402_028BE6_9566,IW,22.043904158859576,107.17619870909415,,23402.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1535194687000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180825T105832_20180825T105857_023402_028BE6_9A47,2018-08-25 10:58:32,S1A_IW_GRDH_1SDV_20180825T105832_20180825T105857_023402_028BE6_9A47,IW,23.553878750708115,106.8753967115876,,23402.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1535194712000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180827T225019_20180827T225048_023438_028D0F_C4F9,2018-08-27 22:50:19,S1A_IW_GRDH_1SDV_20180827T225019_20180827T225048_023438_028D0F_C4F9,IW,22.590328218408057,106.1673126728536,,23438.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1535410219000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180830T110633_20180830T110658_023475_028E3F_75E3,2018-08-30 11:06:33,S1A_IW_GRDH_1SDV_20180830T110633_20180830T110658_023475_028E3F_75E3,IW,22.76576090403855,104.98008084480442,,23475.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1535627193000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180906T105808_20180906T105833_023577_02917A_FA18,2018-09-06 10:58:08,S1A_IW_GRDH_1SDV_20180906T105808_20180906T105833_023577_02917A_FA18,IW,22.043918414369816,107.17531602129337,,23577.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1536231488000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180906T105833_20180906T105858_023577_02917A_D6A2,2018-09-06 10:58:33,S1A_IW_GRDH_1SDV_20180906T105833_20180906T105858_023577_02917A_D6A2,IW,23.553906579117182,106.8745670683746,,23577.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1536231513000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180908T225019_20180908T225049_023613_0292A9_A426,2018-09-08 22:50:19,S1A_IW_GRDH_1SDV_20180908T225019_20180908T225049_023613_0292A9_A426,IW,22.59027976281949,106.16693223839937,,23613.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1536447019000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180911T110633_20180911T110658_023650_0293DC_49AD,2018-09-11 11:06:33,S1A_IW_GRDH_1SDV_20180911T110633_20180911T110658_023650_0293DC_49AD,IW,22.765721089305224,104.98054388808482,,23650.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1536663993000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180918T105808_20180918T105833_023752_029716_72E2,2018-09-18 10:58:08,S1A_IW_GRDH_1SDV_20180918T105808_20180918T105833_023752_029716_72E2,IW,22.04401911582419,107.17558970588973,,23752.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1537268288000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180918T105833_20180918T105858_023752_029716_A157,2018-09-18 10:58:33,S1A_IW_GRDH_1SDV_20180918T105833_20180918T105858_023752_029716_A157,IW,23.553945500842797,106.87482285819638,,23752.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1537268313000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180920T225020_20180920T225049_023788_02984B_0EED,2018-09-20 22:50:20,S1A_IW_GRDH_1SDV_20180920T225020_20180920T225049_023788_02984B_0EED,IW,22.590205923959648,106.16740634627152,,23788.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1537483820000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180923T110634_20180923T110659_023825_02998E_B3E3,2018-09-23 11:06:34,S1A_IW_GRDH_1SDV_20180923T110634_20180923T110659_023825_02998E_B3E3,IW,22.76579150440992,104.98072803479295,,23825.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1537700794000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180930T105808_20180930T105833_023927_029CC5_A502,2018-09-30 10:58:08,S1A_IW_GRDH_1SDV_20180930T105808_20180930T105833_023927_029CC5_A502,IW,22.044080340792434,107.17600408748508,,23927.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1538305088000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20180930T105833_20180930T105858_023927_029CC5_67AE,2018-09-30 10:58:33,S1A_IW_GRDH_1SDV_20180930T105833_20180930T105858_023927_029CC5_67AE,IW,23.554016166550106,106.87523906326487,,23927.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1538305113000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181002T225020_20181002T225049_023963_029E00_BD7F,2018-10-02 22:50:20,S1A_IW_GRDH_1SDV_20181002T225020_20181002T225049_023963_029E00_BD7F,IW,22.59037549709164,106.16839110290964,,23963.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1538520620000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181005T110634_20181005T110659_024000_029F46_D307,2018-10-05 11:06:34,S1A_IW_GRDH_1SDV_20181005T110634_20181005T110659_024000_029F46_D307,IW,22.765823033372058,104.98054581276094,,24000.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1538737594000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181012T105809_20181012T105834_024102_02A287_ACC5,2018-10-12 10:58:09,S1A_IW_GRDH_1SDV_20181012T105809_20181012T105834_024102_02A287_ACC5,IW,22.04396169549137,107.17568408844399,,24102.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1539341889000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181012T105834_20181012T105859_024102_02A287_FDF0,2018-10-12 10:58:34,S1A_IW_GRDH_1SDV_20181012T105834_20181012T105859_024102_02A287_FDF0,IW,23.5539947500979,106.87498369383152,,24102.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1539341914000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181017T110634_20181017T110659_024175_02A4FE_99DD,2018-10-17 11:06:34,S1A_IW_GRDH_1SDV_20181017T110634_20181017T110659_024175_02A4FE_99DD,IW,22.765782893484296,104.97908464197569,,24175.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1539774394000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181024T105809_20181024T105834_024277_02A830_49B9,2018-10-24 10:58:09,S1A_IW_GRDH_1SDV_20181024T105809_20181024T105834_024277_02A830_49B9,IW,22.04392174959607,107.17664334534439,,24277.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1540378689000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181024T105834_20181024T105859_024277_02A830_E774,2018-10-24 10:58:34,S1A_IW_GRDH_1SDV_20181024T105834_20181024T105859_024277_02A830_E774,IW,23.55387244960972,106.87573966995211,,24277.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1540378714000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181026T225020_20181026T225049_024313_02A95A_2F2C,2018-10-26 22:50:20,S1A_IW_GRDH_1SDV_20181026T225020_20181026T225049_024313_02A95A_2F2C,IW,22.59053969609155,106.16760692120585,,24313.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1540594220000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181029T110634_20181029T110659_024350_02AA9C_29A1,2018-10-29 11:06:34,S1A_IW_GRDH_1SDV_20181029T110634_20181029T110659_024350_02AA9C_29A1,IW,22.76570647493397,104.97939573721848,,24350.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1540811194000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181105T105808_20181105T105833_024452_02AE1F_AB07,2018-11-05 10:58:08,S1A_IW_GRDH_1SDV_20181105T105808_20181105T105833_024452_02AE1F_AB07,IW,22.043851960227837,107.17629966583995,,24452.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1541415488000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181105T105833_20181105T105858_024452_02AE1F_CC83,2018-11-05 10:58:33,S1A_IW_GRDH_1SDV_20181105T105833_20181105T105858_024452_02AE1F_CC83,IW,23.55380344414712,106.87545229977493,,24452.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1541415513000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181107T225020_20181107T225049_024488_02AF71_D2CC,2018-11-07 22:50:20,S1A_IW_GRDH_1SDV_20181107T225020_20181107T225049_024488_02AF71_D2CC,IW,22.59039183262952,106.1677566828825,,24488.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1541631020000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181110T110634_20181110T110659_024525_02B0E3_677D,2018-11-10 11:06:34,S1A_IW_GRDH_1SDV_20181110T110634_20181110T110659_024525_02B0E3_677D,IW,22.765634098030535,104.9800930863998,,24525.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1541847994000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181119T225020_20181119T225049_024663_02B5E4_904F,2018-11-19 22:50:20,S1A_IW_GRDH_1SDV_20181119T225020_20181119T225049_024663_02B5E4_904F,IW,22.5904454698619,106.16794307519851,,24663.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1542667820000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181122T110634_20181122T110659_024700_02B754_ACFC,2018-11-22 11:06:34,S1A_IW_GRDH_1SDV_20181122T110634_20181122T110659_024700_02B754_ACFC,IW,22.765637471185478,104.98050987826578,,24700.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1542884794000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181129T105808_20181129T105833_024802_02BAE7_EDC4,2018-11-29 10:58:08,S1A_IW_GRDH_1SDV_20181129T105808_20181129T105833_024802_02BAE7_EDC4,IW,22.043829319649035,107.17581319031277,,24802.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1543489088000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181129T105833_20181129T105858_024802_02BAE7_5878,2018-11-29 10:58:33,S1A_IW_GRDH_1SDV_20181129T105833_20181129T105858_024802_02BAE7_5878,IW,23.553752552132526,106.87499764431837,,24802.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1543489113000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181201T225019_20181201T225048_024838_02BC16_7ECF,2018-12-01 22:50:19,S1A_IW_GRDH_1SDV_20181201T225019_20181201T225048_024838_02BC16_7ECF,IW,22.59045440621998,106.1680692184789,,24838.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1543704619000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181204T110633_20181204T110658_024875_02BD4E_34F6,2018-12-04 11:06:33,S1A_IW_GRDH_1SDV_20181204T110633_20181204T110658_024875_02BD4E_34F6,IW,22.765593109578468,104.97992429807785,,24875.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1543921593000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181211T105807_20181211T105832_024977_02C0DE_8C39,2018-12-11 10:58:07,S1A_IW_GRDH_1SDV_20181211T105807_20181211T105832_024977_02C0DE_8C39,IW,22.043913667496575,107.17613684639755,,24977.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1544525887000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181211T105832_20181211T105857_024977_02C0DE_E516,2018-12-11 10:58:32,S1A_IW_GRDH_1SDV_20181211T105832_20181211T105857_024977_02C0DE_E516,IW,23.553867977253578,106.87531802512146,,24977.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1544525912000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181213T225019_20181213T225048_025013_02C22A_3881,2018-12-13 22:50:19,S1A_IW_GRDH_1SDV_20181213T225019_20181213T225048_025013_02C22A_3881,IW,22.59061549772663,106.16873870340217,,25013.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1544741419000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181216T110633_20181216T110658_025050_02C38F_E558,2018-12-16 11:06:33,S1A_IW_GRDH_1SDV_20181216T110633_20181216T110658_025050_02C38F_E558,IW,22.765659949417643,104.98025040844414,,25050.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1544958393000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181223T105807_20181223T105832_025152_02C72A_C7BD,2018-12-23 10:58:07,S1A_IW_GRDH_1SDV_20181223T105807_20181223T105832_025152_02C72A_C7BD,IW,22.04373856067548,107.17591793761112,,25152.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1545562687000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181223T105832_20181223T105857_025152_02C72A_C54F,2018-12-23 10:58:32,S1A_IW_GRDH_1SDV_20181223T105832_20181223T105857_025152_02C72A_C54F,IW,23.553642601284484,106.87508478362847,,25152.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1545562712000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181225T225019_20181225T225048_025188_02C882_6EB9,2018-12-25 22:50:19,S1A_IW_GRDH_1SDV_20181225T225019_20181225T225048_025188_02C882_6EB9,IW,22.590604194236235,106.16709524363678,,25188.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1545778219000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20181228T110632_20181228T110657_025225_02C9EA_649E,2018-12-28 11:06:32,S1A_IW_GRDH_1SDV_20181228T110632_20181228T110657_025225_02C9EA_649E,IW,22.76559064977392,104.9789248071124,,25225.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1545995192000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20190104T105806_20190104T105831_025327_02CD7B_3B68,2019-01-04 10:58:06,S1A_IW_GRDH_1SDV_20190104T105806_20190104T105831_025327_02CD7B_3B68,IW,22.043754009588152,107.17596264906891,,25327.0,ASCENDING,A,"[VV, VH]",55.0,10.0,8.0,1546599486000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20190104T105831_20190104T105856_025327_02CD7B_4F08,2019-01-04 10:58:31,S1A_IW_GRDH_1SDV_20190104T105831_20190104T105856_025327_02CD7B_4F08,IW,23.553650875676663,106.87509893299192,,25327.0,ASCENDING,A,"[VV, VH]",55.0,10.0,9.0,1546599511000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20190106T225018_20190106T225047_025363_02CED1_07F7,2019-01-06 22:50:18,S1A_IW_GRDH_1SDV_20190106T225018_20190106T225047_025363_02CED1_07F7,IW,22.59041065945089,106.16757545165655,,25363.0,DESCENDING,A,"[VV, VH]",91.0,10.0,1.0,1546815018000,"{""type"":""MultiPoint"",""coordinates"":[]}"
S1A_IW_GRDH_1SDV_20190109T110632_20190109T110657_025400_02D034_5627,2019-01-09 11:06:32,S1A_IW_GRDH_1SDV_20190109T110632_20190109T110657_025400_02D034_5627,IW,22.765562133159513,104.98020686795427,,25400.0,ASCENDING,A,"[VV, VH]",128.0,10.0,9.0,1547031992000,"{""type"":""MultiPoint"",""coordinates"":[]}"
