mac_id,area_km2,vel_asc_mm_yr,vel_desc_mm_yr,mean_vv,mean_vh,kvh,slope_deg,elevation_m,pixel_indices,has_both_orbits,spatial_overlap,classification,confidence,overlapping_inventories,risk_score
1,0.16,0.33699753880500793,,0.23563268686099417,12.427193805373715,0.01896105199534676,0.0,479.8291015625,"[(np.int64(66), np.int64(64)), (np.int64(66), np.int64(65)), (np.int64(66), np.int64(66)), (np.int64(66), np.int64(67)), (np.int64(66), np.int64(68)), (np.int64(67), np.int64(64)), (np.int64(67), np.int64(65)), (np.int64(67), np.int64(66)), (np.int64(67), np.int64(67)), (np.int64(67), np.int64(68)), (np.int64(68), np.int64(64)), (np.int64(68), np.int64(65)), (np.int64(68), np.int64(66)), (np.int64(68), np.int64(67)), (np.int64(68), np.int64(68)), (np.int64(69), np.int64(64)), (np.int64(69), np.int64(65)), (np.int64(69), np.int64(66)), (np.int64(69), np.int64(67)), (np.int64(69), np.int64(68)), (np.int64(70), np.int64(64)), (np.int64(70), np.int64(65)), (np.int64(70), np.int64(66)), (np.int64(70), np.int64(67)), (np.int64(70), np.int64(68))]",False,0.0,mixed_deformation,2,['mine_areas'],1.94
